accuracy,precision,recall,f1,roc_auc,threshold,model
0.7945984363894811,0.6375404530744336,0.5267379679144385,0.5768667642752562,0.8390752235066341,0.5,gradient_boosting
0.7213930348258707,0.4852941176470588,0.7941176470588235,0.6024340770791075,0.8342595420637673,0.5,logistic_regression
0.7619047619047619,0.537864077669903,0.7406417112299465,0.6231721034870641,0.8327505163818585,0.5,random_forest
